X,Y,Z
-0.0328876972,0.0010044896,9.9585971832
-0.0642813668,0.0061282273,9.9411029816
-0.0520082638,0.0231361464,9.9648151398
-0.0600281656,0.0190032478,9.9525146484
-0.0629532039,0.0135813178,9.9513568878
-0.0571199059,-0.0212467182,9.9404010773
-0.0499357767,0.0056190658,9.9457483292
-0.0556635931,0.0128758280,9.9591732025
-0.0240172334,0.0207534786,9.9473676682
-0.0498230010,0.0076308977,9.9328765869
-0.0595167801,0.0067597847,9.9271211624
-0.0472881943,0.0179646257,9.9489431381
-0.0853333026,0.0318823196,9.9568157196
-0.0518290028,-0.0282324161,9.9371929169
-0.0487995893,-0.0207224898,9.9545993805
-0.0400427133,-0.0081757912,9.9540081024
-0.0381446145,0.0071864389,9.9632434845
-0.0624753162,-0.0203399360,9.9550285339
-0.0549867526,-0.0038752309,9.9246597290
-0.0605075359,-0.0129168518,9.9565868378
-0.0505355224,-0.0082626855,9.9527759552
-0.0607345179,0.0164086521,9.9354028702
-0.0610646009,0.0092303744,9.9427909851
-0.0462592170,-0.0074650315,9.9130659103
-0.0570989847,0.0024512631,9.9250812531
-0.0545509756,0.0095876437,9.9259777069
-0.0723057389,0.0041191536,9.9576969147
-0.0549475551,0.0051392941,9.9286346436
-0.0589890629,0.0175900403,9.9615993500
-0.0731914714,0.0164423268,9.9572200775
-0.0529786125,-0.0002112109,9.9385061264
-0.0593639836,0.0231212601,9.9774379730
-0.0397933722,-0.0121744238,9.9416055679
-0.0632967502,0.0095874537,9.9493579865
-0.0577522591,-0.0234765746,9.9339962006
-0.0630990043,-0.0066325287,9.9535903931
-0.0488286018,0.0313059241,9.9583740234
-0.0702513158,0.0229695309,9.9572925568
-0.0655307323,0.0124071520,9.9445314407
-0.0582809970,0.0061429925,9.9517240524
-0.0650407225,0.0084125437,9.9397497177
-0.0556051806,0.0161498189,9.9433193207
-0.0536745489,0.0189012308,9.9272584915
-0.0543909371,0.0245538335,9.9277744293
-0.0581845045,-0.0137288533,9.9176445007
-0.0610236228,-0.0005304812,9.9018478394
-0.0485869646,-0.0012041805,9.9538125992
-0.0653446615,0.0203734878,9.9339675903
-0.0837608427,0.0136847273,9.9464187622
-0.0685837120,0.0073723914,9.9306774139
-0.0546993613,0.0121328030,9.9218149185
-0.0569575876,-0.0079283919,9.9225559235
-0.0499966554,0.0295059457,9.9144039154
-0.0522859767,0.0279738717,9.9305610657
-0.0647619814,0.0385529846,9.9068632126
-0.0428962708,-0.0048980010,9.9408044815
-0.0594207756,-0.0001097787,9.9312267303
-0.0648201406,-0.0003220860,9.9418029785
-0.0758891106,0.0162497144,9.9402351379
-0.0789057538,0.0079540620,9.9561967850
-0.0647493303,0.0013189977,9.9215431213
-0.0696943104,-0.0041121035,9.9122934341
-0.0606720373,-0.0154627571,9.9141969681
-0.0576434582,-0.0003209668,9.9599504471
-0.0548827425,-0.0109868860,9.9339809418
-0.0453242213,-0.0078191403,9.9486751556
-0.0459918119,0.0129044866,9.9577474594
-0.0620832741,0.0070856409,9.9343395233
-0.0570802987,-0.0031658460,9.9454193115
-0.0475302562,-0.0024822541,9.9451408386
-0.0381480902,0.0175907910,9.9430217743
-0.0509760305,0.0047567091,9.9381332397
-0.0605360493,-0.0045817811,9.9426317215
-0.0606840253,0.0027742852,9.9526042938
-0.0665160269,-0.0095554376,9.9260692596
-0.0638455003,0.0118521526,9.9318408966
-0.0504412763,0.0110622365,9.9487953186
-0.0408951193,0.0119631160,9.9880943298
-0.0498219877,0.0163528603,9.9581909180
-0.0596854538,0.0349384919,9.9443826675
-0.0620579347,0.0137219327,9.9495925903
-0.0350553989,0.0216934085,9.9566364288
-0.0554931238,0.0052441419,9.9491691589
-0.0546995178,0.0029977919,9.9362316132
-0.0739852339,-0.0046150777,9.9309120178
-0.0687709525,0.0059461202,9.9362964630
-0.0472415313,-0.0007278717,9.9397726059
-0.0525252074,0.0014391346,9.9729633331
-0.0663143173,0.0189305507,9.9673728943
-0.0541686416,0.0061362451,9.9597625732
-0.0452408865,0.0048561231,9.9417562485
-0.0392845273,-0.0232583918,9.9583930969
-0.0569590628,0.0071909651,9.9484767914
-0.0693825334,0.0160805788,9.9383926392
-0.0531284660,-0.0114421751,9.9280471802
-0.0525896586,-0.0097727114,9.9595947266
-0.0538426302,0.0016690462,9.9441900253
-0.0714409351,-0.0082065891,9.9481678009
-0.0460029319,-0.0075363321,9.9579362869
-0.0339949802,0.0049587646,9.9494819641
-0.0678391159,0.0256046839,9.9457607269
-0.0486185178,0.0312327109,9.9483947754
-0.0528413132,0.0189649668,9.9484739304
-0.0471314900,-0.0107990615,9.9472923279
-0.0425119735,0.0116258897,9.9619789124
-0.0721263736,0.0060322694,9.9579286575
-0.0331058726,-0.0064278124,9.9509334564
-0.0697597265,-0.0024678903,9.9362449646
-0.0358915217,0.0170746669,9.9284124374
-0.0352701917,0.0060949512,9.9435672760
-0.0779752582,-0.0129457517,9.9652671814
-0.0524101555,0.0098537691,9.9500274658
-0.0537494794,0.0111476751,9.9330215454
-0.0339292176,-0.0246334616,9.9416255951
-0.0493559763,0.0067590554,9.9303150177
-0.0529828593,-0.0095518706,9.9655752182
-0.0465121008,0.0246159937,9.9476728439
-0.0350207761,0.0296988636,9.9316062927
-0.0385374464,0.0083549041,9.9577665329
-0.0389856063,-0.0121973595,9.9294433594
-0.0617475063,0.0019420541,9.9310684204
-0.0613813289,0.0131570203,9.9295387268
-0.0492722839,-0.0077560311,9.9419965744
-0.0479417518,-0.0020662062,9.9622173309
-0.0522693694,0.0306935739,9.9503326416
-0.0739396811,-0.0041049579,9.9499034882
-0.0779397041,-0.0047340058,9.9541492462
-0.0506974161,0.0011969334,9.9585819244
-0.0478705168,0.0223313291,9.9405918121
-0.0398904309,-0.0077844881,9.9628381729
-0.0502078384,-0.0087613044,9.9413375854
-0.0564840734,0.0229761209,9.9351844788
-0.0542063192,0.0051367441,9.9454765320
-0.0411693826,0.0146686500,9.9351463318
-0.0534744002,0.0080100261,9.9303264618
-0.0472461097,0.0112582585,9.9486417770
-0.0691038966,-0.0055552656,9.9563760757
-0.0489671156,0.0066749607,9.9665718079
-0.0880136639,0.0186818074,9.9628181458
-0.0391990431,0.0129651455,9.9773998260
-0.0650294200,0.0131104225,9.9453868866
-0.0501147956,0.0072336802,9.9568758011
-0.0618104190,0.0169672500,9.9573402405
-0.0687561035,0.0089626238,9.9614448547
-0.0635270700,-0.0013969326,9.9575080872
-0.0546360314,0.0035066365,9.9512863159
-0.0361527801,0.0207117945,9.9645662308
-0.0577277429,0.0139901284,9.9519481659
-0.0618531853,-0.0026752870,9.9518089294
-0.0566824079,0.0215039141,9.9397468567
-0.0484790280,0.0222800709,9.9465122223
-0.0630691350,-0.0084956177,9.9673109055
-0.0673590600,0.0155781349,9.9634227753
-0.0462878011,0.0319825895,9.9376277924
-0.0489406139,0.0054261140,9.9525413513
-0.0653134659,0.0202224366,9.9330978394
-0.0621045269,0.0130806128,9.9580802917
-0.0491454750,0.0009214627,9.9455165863
-0.0493051112,-0.0050915368,9.9520368576
-0.0521594360,0.0132704359,9.9253578186
-0.0584595390,0.0079055391,9.9225845337
-0.0725998655,0.0001230985,9.9596881866
-0.0763064325,-0.0126323160,9.9540977478
-0.0670178533,0.0008041675,9.9629268646
-0.0607763901,-0.0063205510,9.9501686096
-0.0601685271,0.0003773952,9.9404277802
-0.0655439571,0.0317364149,9.9314289093
-0.0503005385,0.0292903446,9.9285831451
-0.0320764631,0.0193408243,9.9651889801
-0.0586078763,0.0039255815,9.9493007660
-0.0488444977,0.0110642929,9.9577503204
-0.0385508984,-0.0207145642,9.9532356262
-0.0482963994,0.0049143047,9.9262847900
-0.0138509516,-0.0295859110,9.9184665680
-0.0432648957,0.0142874457,9.9329547882
-0.0451494157,0.0031639128,9.9515666962
-0.0480465256,0.0247121584,9.9544963837
-0.0427797660,0.0144480690,9.9531145096
-0.0647961944,-0.0002855060,9.9592695236
-0.0331505500,0.0161194485,9.9292469025
-0.0564417019,-0.0050677722,9.9340877533
-0.0567685962,0.0070923935,9.9446315765
-0.0497748069,0.0249541141,9.9315786362
-0.0576613843,0.0105770491,9.9393768311
-0.0699988604,-0.0036582022,9.9460220337
-0.0521075018,0.0098154638,9.9460372925
-0.0342794731,0.0090807416,9.9574127197
-0.0696235597,0.0076357303,9.9512958527
-0.0510357767,0.0220859088,9.9370079041
-0.0468355753,0.0090846345,9.9330787659
-0.0718825758,0.0011175686,9.9329919815
-0.0597008504,0.0030534074,9.9519557953
-0.0457048342,-0.0051280074,9.9566593170
-0.0559600666,0.0210125614,9.9447641373
-0.0528424531,-0.0050344011,9.9302272797
-0.0615761876,-0.0004046764,9.9573841095
-0.0732414126,-0.0165993609,9.9355392456
-0.0384496376,0.0037884235,9.9453134537
-0.0391916446,0.0254530869,9.9379796982
-0.0636035502,-0.0001788014,9.9520301819
-0.0536940843,0.0125417570,9.9614982605
-0.0603298843,0.0199038889,9.9632787704
-0.0644471720,0.0013486873,9.9285478592
-0.0448963866,0.0128008341,9.9439754486
-0.0624593124,0.0138401892,9.9313297272
-0.0545145124,0.0379079506,9.9422168732
-0.0512581021,-0.0000197152,9.9681453705
-0.0573653132,0.0049283886,9.9451160431
-0.0559115708,0.0079886243,9.9584751129
-0.0735593438,0.0034164470,9.9391727448
-0.0699648410,-0.0008794540,9.9679069519
-0.0385061502,0.0207864903,9.9372158051
-0.0603681505,-0.0108350581,9.9451999664
-0.0651671141,0.0059661642,9.9710750580
-0.0399706289,0.0077998410,9.9576425552
-0.0429966263,0.0062226988,9.9586429596
-0.0371521004,0.0108240675,9.9321498871
-0.0345353186,0.0472538583,9.9102401733
-0.0652586222,0.0114157181,9.9377012253
-0.0384962335,-0.0096170427,9.9463634491
-0.0561314896,-0.0039874804,9.9458847046
-0.0692602843,-0.0016596089,9.9338951111
-0.0467594638,0.0130218733,9.9393386841
-0.0601628497,0.0141373426,9.9930477142
-0.0510362349,0.0076603089,9.9357452393
-0.0449981913,0.0101739410,9.9210062027
-0.0556724779,0.0131526925,9.9581718445
-0.0648330301,0.0168962553,9.9387493134
-0.0688118786,0.0125372754,9.9623832703
-0.0526512861,-0.0046381569,9.9444913864
-0.0696928427,-0.0001393748,9.9562835693
-0.0509676449,0.0485553108,9.9523677826
-0.0564543232,0.0220440309,9.9513893127
-0.0256165303,0.0174204130,9.9566326141
-0.0402287766,0.0208150148,9.9610881805
-0.0321939699,0.0115497587,9.9476280212
-0.0562185794,0.0290972069,9.9325885773
-0.0509818718,0.0101102013,9.9412641525
-0.0366483182,0.0167085622,9.9506549835
-0.0535925850,0.0168306492,9.9444313049
-0.0667318553,0.0034783189,9.9321966171
-0.0573846400,0.0052438425,9.9426555634
-0.0499783680,0.0091491602,9.9506578445
-0.0523184985,0.0250125080,9.9732780457
-0.0629698187,0.0144297443,9.9614982605
-0.0648073629,0.0085479710,9.9578037262
-0.0385709666,0.0091098063,9.9388694763
-0.0473565497,0.0077233440,9.9342613220
-0.0467742160,-0.0093969554,9.9289503098
-0.0507387407,0.0178983323,9.9515666962
-0.0551678389,-0.0042584999,9.9353485107
-0.0459069833,0.0126702487,9.9551792145
-0.0736295432,0.0086753266,9.9506397247
-0.0607976615,0.0123910187,9.9246006012
-0.0700063929,0.0205186438,9.9654216766
-0.0658413023,0.0104557462,9.9429969788
-0.0539629236,0.0014745704,9.9593753815
-0.0500417575,-0.0053203842,9.9417533875
-0.0503737144,0.0176266264,9.9402046204
-0.0688369423,0.0271322876,9.9519844055
-0.0676275417,-0.0071194731,9.9641132355
-0.0628096610,0.0015837131,9.9344739914
-0.0491015241,-0.0210318305,9.9808006287
-0.0530582741,0.0158227198,9.9501008987
-0.0568655878,0.0236280486,9.9688358307
-0.0445529558,0.0156372953,9.9639215469
-0.0678042397,0.0025371406,9.9492750168
-0.0427312329,0.0056833527,9.9651050568
-0.0362706631,-0.0003215494,9.9417362213
-0.0541261286,0.0013431694,9.9590816498
-0.0475718752,-0.0185039043,9.9421825409
-0.0547462478,0.0020950646,9.9532699585
-0.0481872708,-0.0005113028,9.9442129135
-0.0568234958,0.0221569445,9.9476623535
-0.0261908229,0.0386429578,9.9562320709
-0.0521627963,-0.0057210084,9.9484119415
-0.0389043875,0.0277850218,9.9437274933
-0.0693940446,0.0080740051,9.9540042877
-0.0533991084,0.0143215368,9.9497623444
-0.0650090203,0.0204136558,9.9451141357
-0.0557789132,0.0059571415,9.9386844635
-0.0544594303,-0.0054314807,9.9500064850
-0.0584779680,0.0028411443,9.9374599457
-0.0606065467,0.0032989690,9.9752292633
-0.0275260340,0.0262402818,9.9704189301
-0.0610677265,-0.0092667677,9.9302368164
-0.0471979231,0.0072407769,9.9796333313
-0.0658331662,-0.0053654304,9.9297180176
-0.0490565002,0.0264127590,9.9274072647
-0.0475673266,0.0020033417,9.9260654449
-0.0424292721,0.0120912138,9.9343166351
-0.0637606084,-0.0175914094,9.9685840607
-0.0844488963,0.0238797776,9.9629354477
-0.0524540357,0.0171166770,9.9586486816
-0.0491403416,0.0032694289,9.9572944641
-0.0516851172,-0.0056648636,9.9609565735
-0.0542972907,0.0034949996,9.9488773346
-0.0584344752,-0.0036305175,9.9576721191
-0.0695682764,0.0039406251,9.9336872101
-0.0608122647,0.0292105451,9.9642486572
-0.0549133271,0.0179954022,9.9271726608
-0.0401370823,-0.0037921146,9.9409599304
-0.0309539437,-0.0008690269,9.9506473541
-0.0355971828,0.0266049542,9.9406719208
-0.0618663207,0.0246833842,9.9419040680
-0.0655396432,0.0146448920,9.9396133423
-0.0605942085,-0.0140151540,9.9536895752
-0.0564144030,0.0150874835,9.9510326385
-0.0581481904,0.0020486917,9.9672546387
-0.0549757481,-0.0054069473,9.9427671432
-0.0568439178,-0.0011966145,9.9478950500
-0.0566542111,0.0195242390,9.9501628876
-0.0403414443,0.0175924096,9.9509868622
-0.0436913744,0.0006933296,9.9401197433
-0.0566865765,0.0054788766,9.9523448944
-0.0583698116,0.0173857249,9.9568500519
-0.0459295511,0.0137939937,9.9324989319
-0.0692688227,0.0174786113,9.9550762177
-0.0562916696,0.0025473107,9.9594507217
-0.0475437865,-0.0063899243,9.9523696899
-0.0445368588,-0.0227775443,9.9581127167
-0.0387300849,0.0086854659,9.9725475311
-0.0478199273,-0.0054254215,9.9461555481
-0.0409885123,0.0081823058,9.9807586670
-0.0394878201,0.0250842907,9.9464731216
-0.0523865111,0.0183249470,9.9502344131
-0.0596101359,0.0038701780,9.9513578415
-0.0637365282,0.0008273618,9.9557609558
-0.0400603749,0.0030095112,9.9437484741
-0.0344441682,-0.0050469427,9.9587965012
-0.0651535615,-0.0002968159,9.9425191879
-0.0601285920,-0.0059158877,9.9524784088
-0.0546187684,-0.0201056525,9.9641914368
-0.0500264838,0.0227989145,9.9674949646
-0.0429034680,0.0201653652,9.9721603394
-0.0437678993,0.0274677388,9.9683446884
-0.0659295321,0.0016604012,9.9815607071
-0.0617078021,0.0122023802,9.9544811249
-0.0726382136,0.0133840395,9.9546251297
-0.0475612767,0.0060054436,9.9479446411
-0.0328871869,-0.0053656469,9.9624080658
-0.0540153757,0.0104140993,9.9360704422
-0.0755869895,0.0285680965,9.9386253357
-0.0491788164,0.0100995339,9.9652462006
-0.0571949780,-0.0010621664,9.9626522064
-0.0546360686,-0.0038543390,9.9597549438
-0.0474238172,0.0100051509,9.9663839340
-0.0410524122,0.0172857568,9.9482545853
-0.0417295545,0.0067671584,9.9605655670
-0.0532555878,-0.0145579530,9.9679317474
-0.0619723052,-0.0019134926,9.9590797424
-0.0355035998,0.0158057511,9.9480648041
-0.0544206947,0.0005214235,9.9501743317
-0.0591959208,-0.0019795238,9.9818763733
-0.0442316309,0.0249737762,9.9679050446
-0.0410502888,-0.0017897259,9.9529991150
-0.0553014427,0.0155872377,9.9475555420
-0.0587134212,-0.0101836156,9.9594287872
-0.0755479187,-0.0023414623,9.9319438934
-0.0651998073,0.0044370643,9.9358673096
-0.0725573450,0.0049871085,9.9251565933
-0.0607656166,0.0154570416,9.9611282349
-0.0349333845,-0.0043916940,9.9687137604
-0.0598600172,0.0219758209,9.9450225830
-0.0534129366,-0.0103597734,9.9538383484
-0.0510695688,0.0246859081,9.9537906647
-0.0516345501,0.0166519284,9.9547615051
-0.0556703508,0.0163555536,9.9372234344
-0.0462430790,0.0088118780,9.9551725388
-0.0407914594,0.0214932337,9.9509868622
-0.0735512152,-0.0027441066,9.9613723755
-0.0416524000,0.0057496494,9.9625158310
-0.0625649020,-0.0014176159,9.9557495117
-0.0497196987,0.0033590347,9.9482622147
-0.0450165570,0.0214432888,9.9548978806
-0.0538322367,0.0084098754,9.9485893250
-0.0504942201,-0.0093332902,9.9799804688
-0.0580235831,0.0011612000,9.9756555557
-0.0487261564,-0.0022644969,9.9527854919
-0.0627213195,0.0008450854,9.9674234390
-0.0510024913,-0.0037904275,9.9478321075
-0.0669282526,0.0210243575,9.9447765350
-0.0409950316,0.0026031141,9.9380865097
-0.0515601486,0.0274581444,9.9653720856
-0.0572878793,0.0249166377,9.9606952667
-0.0564550087,0.0131655065,9.9280776978
-0.0472688675,0.0015772325,9.9319896698
-0.0512604266,-0.0051737921,9.9595909119
-0.0575993806,-0.0014606416,9.9605245590
-0.0584694296,0.0099404138,9.9443931580
-0.0420463197,0.0073186350,9.9439411163
-0.0554216430,0.0220146421,9.9589710236
-0.0506927818,0.0030924766,9.9483270645
-0.0622731000,-0.0011227692,9.9312810898
-0.0566054359,0.0054028761,9.9381084442
-0.0326522850,0.0062282286,9.9546775818
-0.0581249334,0.0101581849,9.9438810349
-0.0738815963,-0.0021292851,9.9524440765
-0.0425497927,0.0140805133,9.9512424469
-0.0616909564,0.0096661206,9.9628000259
-0.0457019806,0.0074110636,9.9507770538
-0.0657613724,0.0062263105,9.9506855011
-0.0500808954,0.0185745582,9.9550857544
-0.0579728596,0.0079120854,9.9379959106
-0.0527689010,0.0079693412,9.9512214661
-0.0611775257,-0.0006522097,9.9430885315
-0.0604225993,0.0155442394,9.9416370392
-0.0449177995,0.0010547996,9.9707965851
-0.0573221892,0.0173344351,9.9369745255
-0.0486882553,0.0008805557,9.9461355209
-0.0576378331,0.0020368998,9.9674024582
-0.0475227311,0.0015036156,9.9657630920
-0.0429157615,-0.0066109630,9.9787197113
-0.0555374473,-0.0060941093,9.9650697708
-0.0295316726,0.0065728920,9.9524631500
-0.0545596033,0.0005732952,9.9492940903
-0.0653024316,0.0180479772,9.9730472565
-0.0519935600,0.0096436413,9.9460878372
-0.0578595437,0.0211773962,9.9590320587
-0.0383674204,0.0086706812,9.9684486389
-0.0603928007,0.0001837276,9.9303417206
-0.0323295034,0.0119202770,9.9564056396
-0.0633592233,0.0102024414,9.9435062408
-0.0407192409,0.0050500152,9.9749622345
-0.0578857809,-0.0109533509,9.9644985199
-0.0657277554,0.0300853960,9.9343194962
-0.0535612106,0.0115083707,9.9123706818
-0.0515207760,0.0040126787,9.9366788864
-0.0773863718,0.0181841962,9.9619579315
-0.0635764599,0.0102818748,9.9429626465
-0.0452326536,-0.0045099393,9.9620761871
-0.0698328763,-0.0056396443,9.9511241913
-0.0575757846,0.0216509718,9.9544477463
-0.0430999808,0.0023085675,9.9441204071
-0.0414727479,-0.0049094134,9.9480075836
-0.0452472903,-0.0060534282,9.9475641251
-0.0530068055,-0.0073622186,9.9527416229
-0.0555236191,0.0000919499,9.9546127319
-0.0430517569,0.0157707185,9.9702358246
-0.0311447196,0.0089898184,9.9471750259
-0.0484173596,0.0034706090,9.9706707001
-0.0689922348,0.0054447395,9.9472799301
-0.0385124460,-0.0112319617,9.9492311478
-0.0432942510,-0.0047326554,9.9395103455
-0.0411232412,0.0066751475,9.9586191177
-0.0406313911,-0.0040280889,9.9439563751
-0.0458340161,0.0260427780,9.9353370667
-0.0515800565,0.0106070172,9.9493427277
-0.0544796549,0.0127898883,9.9615478516
-0.0690307021,0.0121988561,9.9555969238
-0.0554996654,0.0188962277,9.9434719086
-0.0510374606,0.0068822587,9.9581651688
-0.0447912514,-0.0053897528,9.9409160614
-0.0460761115,0.0115067605,9.9563961029
-0.0412574634,0.0153209418,9.9544200897
-0.0442771018,-0.0128637850,9.9368572235
-0.0334349349,0.0208410397,9.9649562836
-0.0581615791,-0.0146726090,9.9442777634
-0.0290321261,0.0353667438,9.9608840942
-0.0610176921,0.0108612366,9.9800033569
-0.0490270928,0.0011207936,9.9439258575
-0.0698847771,0.0220539197,9.9452686310
-0.0575234853,-0.0031617330,9.9505577087
-0.0276030749,0.0018243408,9.9634752274
-0.0519451089,-0.0057067578,9.9481935501
-0.0602223836,-0.0141128302,9.9279785156
-0.0678279251,0.0018770229,9.9480981827
-0.0525084212,0.0130515527,9.9516153336
-0.0509489924,-0.0027712940,9.9445190430
-0.0650430620,-0.0034535010,9.9585247040
-0.0511235781,-0.0000849562,9.9658899307
-0.0352637097,-0.0108759170,9.9631547928
-0.0333181918,-0.0121017089,9.9832859039
-0.0476377681,0.0233110413,9.9613876343
-0.0554174781,-0.0002045529,9.9621486664
-0.0854761451,0.0126958797,9.9397945404
-0.0502742566,0.0019386625,9.9743537903
-0.0611905269,-0.0061813435,9.9516220093
-0.0428358987,0.0063942363,9.9508256912
-0.0488149188,0.0183420908,9.9567031860
-0.0665956140,0.0247053094,9.9598569870
-0.0403583609,0.0063339407,9.9660739899
-0.0463347845,0.0032203055,9.9710435867
-0.0447333269,-0.0083080614,9.9680194855
-0.0672904253,0.0205085371,9.9325256348
-0.0503298938,-0.0102508673,9.9652633667
-0.0867640600,0.0052725682,9.9768562317
-0.0496140271,0.0093686115,9.9555673599
-0.0369188599,-0.0052887173,9.9630823135
-0.0484531671,-0.0059972494,9.9438991547
-0.0516817681,0.0191691741,9.9648170471
-0.0683116913,0.0141773177,9.9587707520
-0.0640353560,-0.0043600434,9.9277935028
-0.0351567306,-0.0027261688,9.9581298828
-0.0348125957,0.0142908888,9.9366521835
-0.0441694632,0.0004704194,9.9333953857
-0.0662084445,0.0050973836,9.9591159821
-0.0450854823,-0.0072727022,9.9469528198
-0.0515679307,-0.0067631835,9.9525537491
-0.0601988956,0.0128108077,9.9703693390
-0.0487239808,0.0518529266,9.9290533066
